品牌,车系,排量与年份,机滤,空调滤,空气滤,机油
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥456.0
,,2012.06-2014 - 4.8L,曼牌 Mann ￥200.0,三效空调滤清器 ￥119.0,汉格斯特 Hengst ￥143.0,美孚 美孚1号 0W-40 ￥736.0
,,,,,汉格斯特 Hengst ￥115.0,壳牌 灰喜力ULTRA 5W-40 ￥760.0
,,,,,曼牌 Mann ￥189.0,嘉实多 极护 SN 0W-40 ￥752.0
,,,,,曼牌 Mann ￥169.0,嘉实多 磁护 SN 5W-40 ￥496.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥856.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥820.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥456.0
,,2010.05-2014 - 4.8L,曼牌 Mann ￥200.0,三效空调滤清器 ￥119.0,汉格斯特 Hengst ￥143.0,美孚 美孚1号 0W-40 ￥828.0
,,,,,汉格斯特 Hengst ￥115.0,壳牌 灰喜力ULTRA 5W-40 ￥876.0
,,,,,曼牌 Mann ￥189.0,嘉实多 极护 SN 0W-40 ￥858.0
,,,,,曼牌 Mann ￥169.0,嘉实多 磁护 SN 5W-40 ￥584.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥974.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥948.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥529.0
,,2010.05-2014 - 4.8L,曼牌 Mann ￥200.0,三效空调滤清器 ￥119.0,汉格斯特 Hengst ￥143.0,美孚 美孚1号 0W-40 ￥828.0
,,,,,汉格斯特 Hengst ￥115.0,壳牌 灰喜力ULTRA 5W-40 ￥876.0
,,,,,曼牌 Mann ￥189.0,嘉实多 极护 SN 0W-40 ￥858.0
,,,,,曼牌 Mann ￥169.0,嘉实多 磁护 SN 5W-40 ￥584.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥974.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥948.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥529.0
,,2007.02-2014 - 4.8T,曼牌 Mann ￥200.0,三效空调滤清器 ￥119.0,汉格斯特 Hengst ￥115.0,美孚 美孚1号 0W-40 ￥736.0
,,,,,汉格斯特 Hengst ￥143.0,壳牌 灰喜力ULTRA 5W-40 ￥760.0
,,,,,曼牌 Mann ￥169.0,嘉实多 极护 SN 0W-40 ￥752.0
,,,,,曼牌 Mann ￥189.0,嘉实多 磁护 SN 5W-40 ￥496.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥856.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥820.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥456.0
,,2010.05-2014 - 3.0L,汉格斯特 Hengst ￥68.0,三效空调滤清器 ￥119.0,汉格斯特 Hengst ￥143.0,美孚 美孚1号 0W-40 ￥644.0
,,,曼牌 Mann ￥95.0,,汉格斯特 Hengst ￥115.0,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,曼牌 Mann ￥189.0,嘉实多 极护 SN 0W-40 ￥694.0
,,,,,曼牌 Mann ￥169.0,嘉实多 磁护 SN 5W-40 ￥512.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,2010.05-2014 - 3.0T,汉格斯特 Hengst ￥68.0,三效空调滤清器 ￥119.0,汉格斯特 Hengst ￥143.0,美孚 美孚1号 0W-40 ￥644.0
,,,曼牌 Mann ￥95.0,,汉格斯特 Hengst ￥115.0,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,曼牌 Mann ￥189.0,嘉实多 极护 SN 0W-40 ￥694.0
,,,,,曼牌 Mann ￥169.0,嘉实多 磁护 SN 5W-40 ￥512.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,Macan,2014.03-2015 - 3.6 Turbo,曼牌 Mann ￥200.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥828.0
,,,,四效空调滤清器 ￥129.0,,壳牌 灰喜力ULTRA 5W-40 ￥876.0
,,,,,,嘉实多 极护 SN 0W-40 ￥858.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥584.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥974.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥948.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥529.0
,,2014.03-2015 - 3.0 S,曼牌 Mann ￥200.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥828.0
,,,,四效空调滤清器 ￥129.0,,壳牌 灰喜力ULTRA 5W-40 ￥876.0
,,,,,,嘉实多 极护 SN 0W-40 ￥858.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥584.0
,,,,s,,海湾 Gulf 金极润 SN 5W-40 ￥974.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥948.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥529.0
,,2014.07-2015 - 2.0T,,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,Boxster,2009.06-2011.06 - 2.9L,,,,美孚 美孚1号 0W-40 ￥644.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,嘉实多 极护 SN 0W-40 ￥694.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥512.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,2012.02-2014 - 2.7L,,,,壳牌 黄喜力HX5 10W-40 ￥275.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥317.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥563.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥512.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,美孚 美孚1号 0W-40 ￥644.0
,,,,,,嘉实多 极护 SN 0W-40 ￥694.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,2012.02-2014 - 3.4L,,,,壳牌 黄喜力HX5 10W-40 ￥275.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥317.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥563.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥512.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,美孚 美孚1号 0W-40 ￥644.0
,,,,,,嘉实多 极护 SN 0W-40 ￥694.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,Panamera,2010.06-2014 - 3.6L,曼牌 Mann ￥200.0,三效空调滤清器 ￥49.0,,壳牌 黄喜力HX5 10W-40 ￥256.0
,,,,四效空调滤清器 ￥89.0,,嘉实多 金嘉护 SN 10W-40 ￥304.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥456.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥598.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥760.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥496.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥856.0
,,,,,,美孚 美孚1号 0W-40 ￥736.0
,,,,,,嘉实多 极护 SN 0W-40 ￥752.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥820.0
,Cayman,2009.2-2013 - 2.9L,,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,嘉实多 极护 SN 0W-40 ￥588.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥424.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,
宝骏(上汽通用五菱),宝骏,"630
- 2010.11-2013 - 1.5L",马勒 ￥19.0,,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,乐驰,2010.04-2014 - 1.0L,汉格斯特 Hengst ￥16.0,,马勒 ￥36.0,壳牌 黄喜力HX5 10W-40 ￥147.0
,,,曼牌 Mann ￥23.0,,,嘉实多 金嘉护 SN 10W-40 ￥165.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥219.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥264.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥348.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥264.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥354.0
,,,,,,美孚 美孚1号 0W-40 ￥276.0
,,,,,,嘉实多 极护 SN 0W-40 ￥318.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥384.0
,,2012.08-2014 - 1.2L,汉格斯特 Hengst ￥16.0,,马勒 ￥44.0,壳牌 黄喜力HX5 10W-40 ￥147.0
,,,曼牌 Mann ￥23.0,,,嘉实多 金嘉护 SN 10W-40 ￥165.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥219.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥264.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥348.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥264.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥354.0
,,,,,,美孚 美孚1号 0W-40 ￥276.0
,,,,,,嘉实多 极护 SN 0W-40 ￥318.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥384.0
,,,,,,
北汽,威旺,"306
- 2011-2014 - 1.3L",马勒 ￥25.0,,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,绅宝,"X65
- 2015.4-2016 - 2.0T",曼牌 Mann ￥49.0,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,"D70
- 2013.05-2014 - 2.0T",曼牌 Mann ￥49.0,三效空调滤清器 ￥49.0,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,"D70
- 2013.05-2014 - 1.8T",曼牌 Mann ￥49.0,三效空调滤清器 ￥49.0,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,"D70
- 2013.05-2014 - 2.3T",曼牌 Mann ￥49.0,三效空调滤清器 ￥49.0,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,"D50
- 2014.04- - 1.5L",曼牌 Mann ￥24.0,三效空调滤清器 ￥49.0,,壳牌 黄喜力HX5 10W-40 ￥147.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥165.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥219.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥264.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥348.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥264.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥354.0
,,,,,,美孚 美孚1号 0W-40 ￥276.0
,,,,,,嘉实多 极护 SN 0W-40 ￥318.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥384.0
,BJ,"40
- 2013.12-2014 - 2.4L",,,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,e系,"130
- 2012.03-2014 - 1.3L",马勒 ￥17.0,三效空调滤清器 ￥119.0,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,曼牌 Mann ￥24.0,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,"150
- 2012.03-2014 - 1.5L",马勒 ￥17.0,三效空调滤清器 ￥119.0,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,曼牌 Mann ￥24.0,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
