品牌,车系,排量与年份,机滤,空调滤,空气滤,机油
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,牧马人,2013.10-2014 - 3.6L V6,汉格斯特 Hengst ￥58.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,1998.06-2014 - 4.0L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2003.08-2014 - 4.0L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,1996.08-2014 - 4.0L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2006.02-2014 - 3.8L,GPC（国产） ￥40.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,1996.08-2014 - 2.5L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2002.11-2014 - 2.4L,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,指挥官,2006.04-2014 - 3.0L,曼牌 Mann ￥61.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2005.09-2014 - 5.7L,曼牌 Mann ￥59.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥644.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥275.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,2005.09-2014 - 4.7L,曼牌 Mann ￥59.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,指南者,2011.05-2014 - 2.4L,MOPAR ￥104.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2006.09-2011.04 - 2.4L,MOPAR ￥104.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2011.03-2014 - 2.0L,MOPAR ￥104.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,自由客,2007.10-2014 - 2.4L,MOPAR ￥104.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
