品牌,车系,排量与年份,机滤,空调滤,空气滤,机油
,,"V6 SC HSE
- 2013.8-2015 - 3.0L",,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥552.0
,,,,四效空调滤清器 ￥189.0,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,嘉实多 极护 SN 0W-40 ￥588.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥424.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥475.0
,揽胜III,2009.09-2012.11 - 5.0 V8 Supe,,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥736.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥760.0
,,,,,,嘉实多 极护 SN 0W-40 ￥752.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥496.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥856.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥820.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥456.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥598.0
,,2005.05-2014 - 4.4 V8,曼牌 Mann ￥109.0,三效空调滤清器 ￥119.0,汉格斯特 Hengst ￥143.0,美孚 美孚1号 0W-40 ￥828.0
,,,,,曼牌 Mann ￥189.0,壳牌 灰喜力ULTRA 5W-40 ￥876.0
,,,,,,嘉实多 极护 SN 0W-40 ￥858.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥584.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥974.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥948.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥529.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥686.0
,,2002.03-2014 - 4.4 V8,曼牌 Mann ￥80.0,三效空调滤清器 ￥119.0,曼牌 Mann ￥255.0,美孚 美孚1号 0W-40 ￥828.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥876.0
,,,,,,嘉实多 极护 SN 0W-40 ￥858.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥584.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥974.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥948.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥529.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥686.0
,,2005.05-2014 - 4.2 V8 Supercha,曼牌 Mann ￥109.0,三效空调滤清器 ￥119.0,曼牌 Mann ￥119.0,美孚 美孚1号 0W-40 ￥736.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥760.0
,,,,,,嘉实多 极护 SN 0W-40 ￥752.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥496.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥856.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥820.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥456.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥598.0
,揽胜IV,2012.12-2014 - 5.0 V8 Superch,,三效空调滤清器 ￥49.0,,美孚 美孚1号 0W-40 ￥828.0
,,,,四效空调滤清器 ￥129.0,,壳牌 灰喜力ULTRA 5W-40 ￥876.0
,,,,,,嘉实多 极护 SN 0W-40 ￥858.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥584.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥974.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥948.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥529.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥686.0
,,2012.8-2015 - 3.0T V6,,三效空调滤清器 ￥49.0,,美孚 美孚1号 0W-40 ￥644.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,嘉实多 极护 SN 0W-40 ￥694.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥512.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥563.0
,揽胜极光,2011.06-2015 - 2.0T,,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥552.0
,,,,四效空调滤清器 ￥189.0,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,嘉实多 极护 SN 0W-40 ￥588.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥424.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥475.0
,揽胜运动版,2009.09-2014 - 5.0 V8 Superch,,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥828.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥876.0
,,,,,,嘉实多 极护 SN 0W-40 ￥858.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥584.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥974.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥948.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥529.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥686.0
,,2005.02-2014 - 4.2 V8 Supercha,曼牌 Mann ￥109.0,三效空调滤清器 ￥119.0,曼牌 Mann ￥119.0,美孚 美孚1号 0W-40 ￥736.0
,,,,四效空调滤清器 ￥189.0,,壳牌 灰喜力ULTRA 5W-40 ￥760.0
,,,,,,嘉实多 极护 SN 0W-40 ￥752.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥496.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥856.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥820.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥456.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥598.0
,,2012.8-2015 - 3.0T V6,,三效空调滤清器 ￥49.0,,美孚 美孚1号 0W-40 ￥644.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,嘉实多 极护 SN 0W-40 ￥694.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥512.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥563.0
,神行者II,2006.10-2014 - 3.2L,汉格斯特 Hengst ￥80.0,三效空调滤清器 ￥119.0,曼牌 Mann ￥123.0,美孚 美孚1号 0W-40 ￥736.0
,,,曼牌 Mann ￥89.0,四效空调滤清器 ￥189.0,,壳牌 灰喜力ULTRA 5W-40 ￥760.0
,,,,,,嘉实多 极护 SN 0W-40 ￥752.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥496.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥856.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥820.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥456.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥598.0
,,2012.03-2014 - 2.0T,马勒 ￥26.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥552.0
,,,,四效空调滤清器 ￥189.0,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,嘉实多 极护 SN 0W-40 ￥588.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥424.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥475.0
